,m_a [eV],G_ap[GeV^-1]
560,1.14e-09,8.99e-11
561,1.15e-09,9.02e-11
562,1.16e-09,9.02e-11
563,1.17e-09,9.06e-11
564,1.18e-09,9.02e-11
565,1.19e-09,9.11e-11
566,1.2e-09,9.15e-11
567,1.21e-09,9.11e-11
568,1.22e-09,9.1e-11
569,1.23e-09,9.2e-11
570,1.24e-09,9.17e-11
571,1.25e-09,9.16e-11
572,1.26e-09,9.19e-11
573,1.27e-09,9.2e-11
574,1.28e-09,9.23e-11
575,1.29e-09,9.26e-11
576,1.3e-09,9.39e-11
577,1.31e-09,9.31e-11
578,1.32e-09,9.35e-11
579,1.33e-09,9.35e-11
580,1.34e-09,9.37e-11
581,1.35e-09,9.36e-11
582,1.36e-09,9.36e-11
583,1.37e-09,9.42e-11
584,1.38e-09,9.4e-11
585,1.4e-09,9.36e-11
586,1.41e-09,9.5e-11
587,1.42e-09,9.43e-11
588,1.43e-09,9.45e-11
589,1.44e-09,9.5e-11
590,1.45e-09,9.48e-11
591,1.46e-09,9.6e-11
592,1.48e-09,9.61e-11
593,1.49e-09,9.54e-11
594,1.5e-09,9.59e-11
595,1.51e-09,9.64e-11
596,1.52e-09,9.57e-11
597,1.54e-09,9.67e-11
598,1.55e-09,9.71e-11
599,1.56e-09,9.63e-11
600,1.57e-09,9.7e-11
601,1.59e-09,9.79e-11
602,1.6e-09,9.75e-11
603,1.61e-09,9.78e-11
604,1.63e-09,9.73e-11
605,1.64e-09,9.82e-11
606,1.65e-09,9.87e-11
607,1.67e-09,9.81e-11
608,1.68e-09,9.89e-11
609,1.69e-09,9.84e-11
610,1.71e-09,9.97e-11
611,1.72e-09,1e-10
612,1.73e-09,9.98e-11
613,1.75e-09,9.95e-11
614,1.76e-09,9.97e-11
615,1.78e-09,9.97e-11
616,1.79e-09,9.91e-11
617,1.8e-09,1.01e-10
618,1.82e-09,9.99e-11
619,1.83e-09,1.01e-10
620,1.85e-09,1.01e-10
621,1.86e-09,1.02e-10
622,1.88e-09,1.01e-10
623,1.89e-09,1.02e-10
624,1.91e-09,1.02e-10
625,1.92e-09,1.03e-10
626,1.94e-09,1.02e-10
627,1.96e-09,1.03e-10
628,1.97e-09,1.03e-10
629,1.99e-09,1.02e-10
630,2e-09,1.02e-10
631,2.02e-09,1.03e-10
632,2.04e-09,1.03e-10
633,2.05e-09,1.04e-10
634,2.07e-09,1.04e-10
635,2.09e-09,1.04e-10
636,2.1e-09,1.05e-10
637,2.12e-09,1.05e-10
638,2.14e-09,1.05e-10
639,2.15e-09,1.06e-10
640,2.17e-09,1.05e-10
641,2.19e-09,1.05e-10
642,2.21e-09,1.06e-10
643,2.22e-09,1.05e-10
644,2.24e-09,1.06e-10
645,2.26e-09,1.06e-10
646,2.28e-09,1.07e-10
647,2.3e-09,1.07e-10
648,2.31e-09,1.07e-10
649,2.33e-09,1.07e-10
650,2.35e-09,1.07e-10
651,2.37e-09,1.08e-10
652,2.39e-09,1.08e-10
653,2.41e-09,1.08e-10
654,2.43e-09,1.07e-10
655,2.45e-09,1.1e-10
656,2.47e-09,1.1e-10
657,2.49e-09,1.09e-10
658,2.51e-09,1.09e-10
659,2.53e-09,1.1e-10
660,2.55e-09,1.09e-10
661,2.57e-09,1.1e-10
662,2.59e-09,1.11e-10
663,2.61e-09,1.12e-10
664,2.63e-09,1.1e-10
665,2.65e-09,1.12e-10
666,2.67e-09,1.12e-10
667,2.7e-09,1.14e-10
668,2.72e-09,1.13e-10
669,2.74e-09,1.13e-10
670,2.76e-09,1.13e-10
671,2.78e-09,1.13e-10
672,2.81e-09,1.14e-10
673,2.83e-09,1.13e-10
674,2.85e-09,1.14e-10
675,2.88e-09,1.15e-10
676,2.9e-09,1.14e-10
677,2.92e-09,1.15e-10
678,2.95e-09,1.15e-10
679,2.97e-09,1.15e-10
680,2.99e-09,1.17e-10
681,3.02e-09,1.14e-10
682,3.04e-09,1.16e-10
683,3.07e-09,1.17e-10
684,3.09e-09,1.17e-10
685,3.12e-09,1.17e-10
686,3.14e-09,1.17e-10
687,3.17e-09,1.18e-10
688,3.19e-09,1.19e-10
689,3.22e-09,1.19e-10
690,3.24e-09,1.19e-10
691,3.27e-09,1.19e-10
692,3.3e-09,1.19e-10
693,3.32e-09,1.19e-10
694,3.35e-09,1.21e-10
695,3.38e-09,1.2e-10
696,3.4e-09,1.2e-10
697,3.43e-09,1.21e-10
698,3.46e-09,1.2e-10
699,3.49e-09,1.21e-10
700,3.51e-09,1.25e-10
701,3.54e-09,1.23e-10
702,3.57e-09,1.23e-10
703,3.6e-09,1.22e-10
704,3.63e-09,1.24e-10
